歌名,歌手,曲风,推荐标签,语种,BPM,乐评
I'll Be Seeing You,Billie Holiday、,摇滚、流行、,动感、放松、,英语,,
I´m a Fool to Want You,Flora Martinez、José Reinoso、Marcelo Kimura、Fi Marostica、,爵士-人声爵士、流行、,放松、,,,
Here's to Life,Jacintha、,爵士-人声爵士、,,英语,,
Sway,Peter Cincotti、,爵士、,慵懒、放松、,英语,101,
Blue in Green,Sachal Vasandani、Romain Collin、,爵士、,,英语,,
Lovely Day,Stacey Kent、,爵士、轻音乐、,放松、,英语,131,
Love is Never Too Late,Karen Souza、,爵士、,放松、,,126,
Just A Dream,Gerald Clayton、Maro、,爵士、,放松、,英语,130,
There's a Lull in My Life,Lucy Yeghiazaryan、,爵士-人声爵士、,放松、,英语,108,
All I Needed,Alex Baird、,爵士-人声爵士、,,英语,,
Since I Fell For You,George Benson、,爵士、,抒情、悲伤、,英语,133,
It Could Happen To You,Diana Krall、,爵士、流行、,放松、,英语,110,
Little Jazz Bird,Emilie-Claire Barlow、,爵士-当代爵士、,放松、,英语,107,
Take on Me,Kaiak、,爵士、,放松、,英语,,
Hey Jude,Jesse Palter、,爵士-人声爵士、,放松、,英语,,
Coming Back To You,Here It Is、James Taylor、,爵士、,放松、,英语,123,
My Funny Valentine,小野リサ、,爵士-融合爵士、,抒情、慵懒、放松、,英语,98,
Fire and Rain,Rigmor Gustafsson、Nils Landgren、,流行-欧美流行、,悲伤、放松、KTV、,英语,,
You Are My Sunshine,Sara Gazarek、,爵士-当代爵士、,悲伤、放松、孤独、,英语,,
What a Wonderful World (with Eva Cassidy),Katie Melua、Eva Cassidy、,爵士、流行、,放松、,英语,155,
From Paris With Love (Single Version),Melody Gardot、,爵士、节奏布鲁斯-灵魂乐、,KTV、抒情、,英语,113,
I'm Confessin',Lizz Wright、,爵士、节奏布鲁斯、,放松、,英语,,
Autumn Breeze,Kaiak & Viktoria Tolstoy、,流行、,抒情、慵懒、放松、,英语,,
"Lover Man (Oh, Where Can You Be?)",Flora Martinez、,爵士-人声爵士、,放松、爱情、,,,
I Only Want To Be With You,Shelby Lynne、,爵士、,清新、慵懒、放松、咖啡厅、酒吧、,英语,98,
The Age Of Anxiety,Jamie Cullum、,流行、,抒情、悲伤、,英语,115,
When Wind Fades,Siril Malmedal Hauge、Kjetil Mulelid、,爵士-当代爵士、,放松、悲伤、抒情、,英语,124,
Mrs. Cold,Flora Martinez、,爵士-巴萨诺瓦、拉丁音乐-巴西音乐、,动感、抒情、放松、,,,
Dream A Little Dream,Silje Nergaard、,爵士、,清新、放松、咖啡厅、,英语,97,
Narrow Daylight,Diana Krall、,爵士、,慵懒、放松、咖啡厅、酒吧、,英语,86,
Get Here,Nils Landgren、,爵士、,孤独、悲伤、,英语,55,
Save Your Love for Me,José James、,节奏布鲁斯、,酒吧、浪漫、爱情、慵懒、放松、,英语,86,
Coffee In The Morning,Terra Hazelton、,爵士、,清新、慵懒、放松、,英语,,
A Woman's Way,Halie Loren、,爵士、,抒情、清新、动感、思念、慵懒、放松、婚礼、,英语,122,
Man In The Station,Claire Martin、John Martyn、,爵士、流行-欧美流行、,慵懒、放松、,英语,,
Shy Boy,Katie Melua、,爵士、,慵懒、放松、酒吧、舞蹈、,英语,122,
Winter Weather (feat. Don Thompson & Reg Schwager),Diana Panton、,,爱情、浪漫、,英语,129,
Just Friends,Rachael Price、,爵士、,抒情、动感、慵懒、活力、,英语,,
Heart and Soul,Sue Raney、Orchestra Nelson Riddle、Frank Loesser、Hoagy Carmichael、D.R、,流行、,放松、KTV、,英语,,
To Make You Feel My Love,Sara Leib、,爵士-当代爵士、,慵懒、放松、浪漫、爱情、,英语,,
'Round Midnight,Kenny Rankin、,爵士、,爱情、慵懒、浪漫、放松、,英语,112,
When Lights Are Low,Janet Seidel、,爵士-人声爵士、,,英语,113,
Watch What Happens,Lyn Stanley、,爵士-人声爵士、,放松、,英语,,
Radio Ga Ga,Kjersti Stubø、MiNensemblet、,爵士、,放松、,英语,,
Jardin d'hiver,Stacey Kent、,爵士-人声爵士、爵士-拉丁爵士、,慵懒、放松、,法语,99,
How You Feel,Crystal Kay、,流行-日本流行、,爱情、慵懒、浪漫、放松、,英语,123,
Chan`s Song,Tone Lise Moberg、,爵士、,动感、放松、浪漫、爱情、,英语,,
Nightjar in the Northern Sky,Anna Gréta、,爵士、,放松、,英语,,
That's All,Jaimee Paul、Pat Coil、Jacob Jezioro、Danny Gottlieb、,爵士、,孤独、悲伤、,英语,,
Give My Charlest (A Tribute to the Charleston),Jazzy Sky、,爵士、,慵懒、放松、,英语,,
Velvet Curtains,Silje Nergaard、Håkon Kornstad、,爵士-爵士蓝调、,慵懒、放松、,英语,,
I'll Tell You Something,Gabi Hartmann、,爵士、,慵懒、放松、治愈、,英语,112,
Too Late Now,Johanna Pettersson、Filip Ekestubbe、Tomas Sjödell、Adam Ross、,爵士-冷爵士、,,英语,,
Can’t Help Falling In Love,Sherine 尚羚、,爵士、流行、,悲伤、平静、放松、,英语,135,
Yellow Rose,Alex Tremblay、Vanisha Gould、,爵士、古典-当代古典音乐、,悲伤、孤独、,英语,,
Skylark,Emilie-Claire Barlow、,爵士、,放松、,英语,184,
Anna's Dollhouse (Single Edit),Benjamin Koppel、Cæcilie Norby、Kenny Werner、Peter Erskine、,爵士-人声爵士、,KTV、,英语,,
J'Ai Deux Amours,Madeleine Peyroux、,爵士-融合爵士、,悲伤、爱情、浪漫、放松、孤独、咖啡厅、酒吧、,法语,86,
Singin' In the Rain,Doris Day、,爵士-人声爵士、,爱情、浪漫、,英语,119,
Who Will Comfort Me,Melody Gardot、,爵士、,慵懒、放松、咖啡厅、,英语,68,
En Liten Vise,Siri B. Gellein、Bjørn Willadsen Band、,爵士-柔顺爵士、,咖啡厅、,英语,,
New York City,Peter Malick、Norah Jones、,摇滚、蓝调、,清新、慵懒、放松、酒吧、,英语,89,
My Romance,Nikoletta Szőke、,爵士、,清新、慵懒、放松、,西班牙语,,
Atlantis,Heine Totland、,爵士、,动感、放松、KTV、,,,
If I Didn’t Have You,Roseanna Vitro、,爵士、,清新、放松、,英语,,
Volons Vers La Lune,Carol Welsman、,爵士-人声爵士、,慵懒、放松、咖啡厅、,法语,136,
Me Myself and I,Linnzi Zaorski、,电子、,清新、快乐、放松、,英语,92,
Throw It Away,Abbey Lincoln、,爵士、,放松、,英语,,
"Oh Johnny, Oh Johnny, Oh!",Peggy Lee、,爵士、,可爱、快乐、放松、,英语,178,
Cheek to Cheek,Tony O'Malley、,爵士-人声爵士、,放松、咖啡厅、酒吧、,英语,158,
The Glory of Love,Ann Hampton Callaway、John Pizzarelli、,爵士、,爱情、慵懒、浪漫、放松、咖啡厅、,英语,127,
Doop-Doo-De-Doop a Doodlin' Song,Grasiela Piasson、Guga Stroeter、,爵士、,清新、慵懒、放松、,英语,,
My Sweetie & I,Jesse Palter、,爵士-人声爵士、,,英语,,
Got That Feeling,Peter Sandberg、,爵士-融合爵士、,爱情、慵懒、浪漫、放松、咖啡厅、,纯音乐,68,
Blue Moon,Magpie Jazz Trio、,爵士、,,纯音乐,56,
Oh My Love,Jacky Terrasson、Cécile McLorin、,爵士、,平静、放松、,英语,61,
You Belong To Me,Janet Seidel、,爵士、,慵懒、放松、,英语,66,
My Simple Thing,Peter Sandberg、,爵士、,浪漫、爱情、慵懒、放松、咖啡厅、,英语,89,
You Are Too Beautiful,John Coltrane、Johnny Hartman、,爵士、,悲伤、爱情、浪漫、放松、孤独、酒吧、,英语,62,
Crazy,Chantal Chamberland、,爵士-人声爵士、,慵懒、放松、浪漫、爱情、动感、,英语,58,
Serenity,Kenny Drew、,爵士-冷爵士、,爱情、浪漫、咖啡厅、,纯音乐,54,
A Nightingale in Berkeley Square,Jimmy Cobb、,爵士-冷爵士、,慵懒、放松、咖啡厅、,纯音乐,57,
As Time Goes By,Eddie Higgins、,爵士-冷爵士、,爱情、浪漫、,纯音乐,52,
Dedicated to You,John Coltrane、Johnny Hartman、,爵士-冷爵士、,爱情、慵懒、浪漫、放松、咖啡厅、,英语,56,
Tis Autumn,Stacey Kent、,爵士、,动感、咖啡厅、,英语,65,
This is Our Time,Chantal Chamberland、,爵士-爵士蓝调、,动感、慵懒、放松、,英语,121,
Late Night Walk,Henry Lindon、,爵士、,,,,
Miyako,The Uptown Players、,爵士、,慵懒、放松、咖啡厅、,纯音乐,,
PRAYER,Joel Ross、,爵士、,咖啡厅、放松、浪漫、爱情、慵懒、,,116,
Eleanor,Hank Jones、,爵士、,放松、咖啡厅、,英语,,
A Few Days Ahead,Bedford and 7th、,爵士、,,纯音乐,50,
This Nearly Was Mine,George Colligan、Vincente Archer、Bill Stewart、,,咖啡厅、放松、,英语,,
Deep In A Dream,Hank Mobley、,爵士-冷爵士、,爱情、慵懒、浪漫、放松、咖啡厅、,纯音乐,105,
Moonlight Serenade,Beegie Adair、,爵士-冷爵士、,爱情、浪漫、咖啡厅、,英语,75,
Almost Summer,Franz Gordon、,爵士、,咖啡厅、放松、慵懒、,英语,68,
Blue In Green,Wallace Roney、,爵士、,爱情、慵懒、浪漫、放松、,纯音乐,145,
Embraceable You,Martin Harding Quartet、,爵士、,咖啡厅、放松、慵懒、冥想、,,,
Sometimes It Snows in April,David Halliday、,爵士、,,,,
Late Summer Winds,Wendy Marcini、,爵士、,放松、,纯音乐,128,
You Must Believe In Spring/ Spring Is Here (Michel Legrand/Rogers and Hart),Nikki Iles、,爵士-柔顺爵士、,正能量、,英语,,
Little Person,Tim Lefebvre、Michael Wollny、Eric Schaefer、,爵士、,慵懒、放松、,英语,,
Summer's Gone,Hank Jones、,爵士、,浪漫、爱情、放松、慵懒、,英语,115,
Chega de saudade,Chega de saudade、,爵士、流行、,放松、,葡萄牙语,,
Sambalamento,Luiz Bonfá、Lalo Schifrin、Oscar Castro Neves、,爵士、,放松、,英语,,
Besame Mucho,小野リサ、,爵士-巴萨诺瓦、,清新、放松、,西班牙语,112,
Mrs. Robinson,Paul Desmond、,爵士、,动感、活力、,,106,
Ao Amigo Tom,Orquestra Albatroz、,拉丁音乐、,放松、浪漫、爱情、慵懒、,葡萄牙语,,
Jodel,João Donato、,爵士-巴萨诺瓦、拉丁音乐、,放松、,葡萄牙语,,
Miranda,Jack Jezzro、,爵士、世界音乐、,放松、,纯音乐,,
San Roque,The Ipanemas、,拉丁音乐-桑巴、,清新、爱情、浪漫、放松、,葡萄牙语,,
True,BossArt Ensemble、Brazilian Jazz Cuts、The Molsbees、,世界音乐、,,英语,,
Missing,48th St. Collective、,爵士、,慵懒、放松、,英语,115,
Slave to Love,BossArt Ensemble、Marvin、,爵士、,活力、动感、放松、,英语,,
Into the Groove,Natasha、Banda Do Sul、,爵士、,慵懒、放松、动感、,英语,,
